,Gamma,input_graph,Network_type,Connection_prob,Layers,Dtandard_dev,Top_homogeneity,Top_completeness,Top_NMI,Middle_homogeneity,Middle_Completeness,Middle_NMI,Resolution_top,Resolution_middle,Louvain_modularity,Louvain_homogenity_top,Louvain_completeness_top,Louvain_NMI_top,Louvain_homogenity_middle,Louvain_completeness_middle,Louvain_NMI_middle,Comms_predicted_top,Comms_predicted_middle,Louvain_predicted,Modularity_top,Modularity_middle,True_mod_top,True_mod_middle,True_aeb_top,True_aeb_middle,True_aew_top,True_aew_middle
8,0,A_ingraph07,scale free,disc,2,0.1,0.8979,0.9651,0.9303,NA,NA,NA,1,1,0.8693,1.0,0.5689,0.7252,NA,NA,NA,9,NA,97,0.8681,NA,0.8888703553118391,,0.0,,65.7,
9,0,A_ingraph07,scale free,disc,2,0.5,0.8128,0.978,0.8878,NA,NA,NA,1,1,0.8631,1.0,0.5937,0.745,NA,NA,NA,8,NA,89,0.8369,NA,0.8888703553118391,,0.0,,65.7,
10,0,A_ingraph07,scale free,disc,3,0.1,0.3162,0.4735,0.3792,0.4442,0.9906,0.6134,1,1,0.9755,0.8722,0.4,0.5484,0.8845,0.9046,0.8944,5,10,423,0.7289,0.8946,0.8946683183001,0.5349573944306312,0.0,0.1375739644970414,852.4,27.325443786982248
11,0,A_ingraph07,scale free,disc,3,0.5,0.3262,0.4748,0.3867,0.4481,0.9901,0.617,1,1,0.9717,0.8724,0.4082,0.5562,0.8756,0.9137,0.8942,6,10,369,0.76,0.8959,0.8946604127223766,0.5305541543961698,0.0,0.1399690053536207,859.0,27.31360946745562
12,0,A_ingraph07,scale free,full,2,0.1,0.4208,0.7446,0.5377,NA,NA,NA,1,1,0.7891,0.8566,0.7809,0.817,NA,NA,NA,4,NA,23,0.6199,NA,0.7091084336602002,,1.6222222222222222,,65.7,
13,0,A_ingraph07,scale free,full,2,0.5,0.4927,0.8288,0.618,NA,NA,NA,1,1,0.8513,0.8699,0.756,0.8089,NA,NA,NA,4,NA,27,0.7158,NA,0.7225052074987981,,1.477777777777778,,65.7,
14,0,A_ingraph07,scale free,full,3,0.1,0.0,1.0,0.0,0.1749,0.9932,0.2974,1,1,0.8932,0.6628,0.5083,0.5754,0.5709,0.9762,0.7204,1,3,51,-0.0,0.5563,0.8642100545756815,0.517298115668012,3.022222222222222,0.1476472245703015,853.7,27.31952662721893
15,0,A_ingraph07,scale free,full,3,0.5,0.3037,0.5083,0.3802,0.4123,0.9718,0.579,1,1,0.9081,0.6889,0.4778,0.5643,0.6185,0.9567,0.7513,5,13,110,0.7514,0.8496,0.8611419557132477,0.5119889923487843,3.333333333333333,0.1508523527754297,860.1,27.325443786982248
16,0,A_ingraph07,random graph,disc,2,0.1,0.3951,0.4043,0.3996,NA,NA,NA,1,1,0.9439,1.0,0.5365,0.6983,NA,NA,NA,10,NA,72,0.8647,NA,0.8834915997078159,,0.0,,7.4,
17,0,A_ingraph07,random graph,disc,2,0.5,0.3295,0.3381,0.3337,NA,NA,NA,1,1,0.9375,1.0,0.5281,0.6912,NA,NA,NA,10,NA,76,0.881,NA,0.8834915997078159,,0.0,,7.4,
18,0,A_ingraph07,random graph,disc,3,0.1,0.0309,0.0438,0.0363,0.4861,0.5943,0.5348,1,1,0.9892,0.9744,0.3465,0.5112,0.9801,0.7063,0.8209,7,59,641,0.7475,0.9517,0.8882627894927082,0.7061917870724527,0.0,0.0258805841924398,85.3,6.309278350515464
19,0,A_ingraph07,random graph,disc,3,0.5,0.0444,0.0494,0.0468,0.513,0.6108,0.5576,1,1,0.988,0.9702,0.3454,0.5094,0.9787,0.7061,0.8204,9,63,637,0.8444,0.9534,0.8869750000338806,0.7011164401847998,0.0,0.026524914089347,85.9,6.309278350515464
20,0,A_ingraph07,random graph,full,2,0.1,0.4409,0.4426,0.4417,NA,NA,NA,1,1,0.6812,0.8767,0.5066,0.6421,NA,NA,NA,10,NA,63,0.7533,NA,0.4255214533409244,,0.7222222222222222,,7.4,
21,0,A_ingraph07,random graph,full,2,0.5,0.3012,0.3381,0.3186,NA,NA,NA,1,1,0.7105,0.8312,0.5033,0.6269,NA,NA,NA,10,NA,56,0.6596,NA,0.4270373871035496,,0.7111111111111111,,7.4,
22,0,A_ingraph07,random graph,full,3,0.1,0.0563,0.0741,0.064,0.5064,0.5985,0.5486,1,1,0.947,0.9355,0.3393,0.4979,0.9568,0.7033,0.8107,10,65,611,0.7475,0.9148,0.8040319072962436,0.6454068653296586,0.8888888888888888,0.0342568728522336,85.1,6.309278350515464
23,0,A_ingraph07,random graph,full,3,0.5,0.0268,0.0443,0.0334,0.5255,0.611,0.565,1,1,0.9746,0.9372,0.34,0.499,0.9601,0.706,0.8137,6,67,607,0.7052,0.9461,0.818756464572681,0.6488636961285605,0.7222222222222222,0.0337199312714776,86.0,6.298969072164948
0,1,A_ingraph07,small world,disc,2,0.1,0.8851,0.9296,0.9068,NA,NA,NA,5,100,0.8822,1.0,0.9711,0.9853,NA,NA,NA,10,NA,13,-9.2237,NA,0.8963220116344528,,0.0,,29.2,
1,1,A_ingraph07,small world,disc,2,0.5,0.8622,0.8629,0.8626,NA,NA,NA,5,100,0.887,1.0,0.9666,0.983,NA,NA,NA,10,NA,13,-9.1463,NA,0.8963220116344528,,0.0,,29.2,
2,1,A_ingraph07,small world,disc,3,0.1,0.4737,0.4989,0.486,0.8834,0.9411,0.9113,5,100,0.9148,0.7822,0.5422,0.6405,0.6531,0.976,0.7825,9,125,42,0.4019,-0.3034,0.8974665600000034,0.7137938200000006,0.0,0.0686496601989559,500.0,25.216783216783217
3,1,A_ingraph07,small world,disc,3,0.5,0.4482,0.4499,0.449,0.892,0.9513,0.9207,5,100,0.9141,0.7857,0.5445,0.6432,0.652,0.9744,0.7812,10,117,45,0.4524,-0.3086,0.8974678655433584,0.7185351141051546,0.0,0.0670737712991234,497.0,25.23076923076923
4,1,A_ingraph07,small world,full,2,0.1,0.8411,0.8418,0.8414,NA,NA,NA,5,100,0.8763,0.9765,0.9382,0.957,NA,NA,NA,10,NA,14,-9.1619,NA,0.6480594233450742,,1.0777777777777775,,29.2,
5,1,A_ingraph07,small world,full,2,0.5,0.8883,0.887,0.8877,NA,NA,NA,5,100,0.8556,0.9086,0.902,0.9053,NA,NA,NA,10,NA,11,-9.1659,NA,0.6675357314415801,,0.9666666666666668,,29.2,
6,1,A_ingraph07,small world,full,3,0.1,0.4979,0.5258,0.5114,0.8432,0.9174,0.8787,5,100,0.9124,0.7444,0.5206,0.6127,0.6443,0.9715,0.7747,9,119,42,0.3862,-0.436,0.8538932398002711,0.6864461774267521,2.522222222222222,0.0784497192947897,497.8,25.25874125874126
7,1,A_ingraph07,small world,full,3,0.5,0.4459,0.4706,0.4579,0.8806,0.9381,0.9084,5,100,0.9101,0.7837,0.5373,0.6375,0.6592,0.9745,0.7865,9,124,48,0.3743,-0.3362,0.8529440407568846,0.6904505705808073,2.555555555555556,0.0768738303949571,493.8,25.223776223776223
8,1,A_ingraph07,scale free,disc,2,0.1,0.8677,0.8667,0.8672,NA,NA,NA,5,100,0.8693,1.0,0.5689,0.7252,NA,NA,NA,10,NA,97,-9.1282,NA,0.8888703553118391,,0.0,,65.7,
9,1,A_ingraph07,scale free,disc,2,0.5,0.8823,0.9159,0.8988,NA,NA,NA,5,100,0.8631,1.0,0.5937,0.745,NA,NA,NA,10,NA,89,-9.2101,NA,0.8888703553118391,,0.0,,65.7,
10,1,A_ingraph07,scale free,disc,3,0.1,0.6023,0.6023,0.6023,0.894,0.9293,0.9113,5,100,0.9752,0.8729,0.3984,0.5471,0.8889,0.9048,0.8968,10,159,425,0.4728,-0.0449,0.8946683183001,0.5349573944306312,0.0,0.1375739644970414,852.4,27.325443786982248
11,1,A_ingraph07,scale free,disc,3,0.5,0.6023,0.6023,0.6023,0.9025,0.9403,0.921,5,100,0.9711,0.8695,0.4141,0.561,0.8599,0.9133,0.8858,10,152,364,0.4796,-0.0394,0.8946604127223766,0.5305541543961698,0.0,0.1399690053536207,859.0,27.31360946745562
12,1,A_ingraph07,scale free,full,2,0.1,0.7699,0.7761,0.7729,NA,NA,NA,5,100,0.7899,0.8646,0.7859,0.8234,NA,NA,NA,10,NA,23,-9.3138,NA,0.7091084336602002,,1.6222222222222222,,65.7,
13,1,A_ingraph07,scale free,full,2,0.5,0.7703,0.8024,0.786,NA,NA,NA,5,100,0.8513,0.8699,0.756,0.8089,NA,NA,NA,10,NA,27,-9.2482,NA,0.7225052074987981,,1.477777777777778,,65.7,
14,1,A_ingraph07,scale free,full,3,0.1,0.4456,0.4619,0.4536,0.7934,0.9175,0.8509,5,100,0.8929,0.6536,0.507,0.571,0.565,0.9773,0.716,10,112,49,0.0256,-0.6116,0.8642100545756815,0.517298115668012,3.022222222222222,0.1476472245703015,853.7,27.31952662721893
15,1,A_ingraph07,scale free,full,3,0.5,0.4534,0.4752,0.464,0.8028,0.9093,0.8528,5,100,0.9084,0.7003,0.4754,0.5664,0.6321,0.957,0.7614,9,125,113,0.1556,-0.5609,0.8611419557132477,0.5119889923487843,3.333333333333333,0.1508523527754297,860.1,27.325443786982248
16,1,A_ingraph07,random graph,disc,2,0.1,0.4534,0.4445,0.4489,NA,NA,NA,5,100,0.9439,1.0,0.5365,0.6983,NA,NA,NA,10,NA,72,-9.0118,NA,0.8834915997078159,,0.0,,7.4,
17,1,A_ingraph07,random graph,disc,2,0.5,0.4318,0.4242,0.428,NA,NA,NA,5,100,0.9375,1.0,0.5281,0.6912,NA,NA,NA,10,NA,76,-9.0114,NA,0.8834915997078159,,0.0,,7.4,
18,1,A_ingraph07,random graph,disc,3,0.1,0.0646,0.0636,0.0641,0.6631,0.6639,0.6635,5,100,0.9892,0.9744,0.3465,0.5112,0.9801,0.7063,0.8209,10,99,641,0.4712,-0.0913,0.8882627894927082,0.7061917870724527,0.0,0.0258805841924398,85.3,6.309278350515464
19,1,A_ingraph07,random graph,disc,3,0.5,0.0686,0.0669,0.0677,0.6558,0.656,0.6559,5,100,0.988,0.9702,0.3454,0.5094,0.9787,0.7061,0.8204,10,99,637,0.4914,-0.0953,0.8869750000338806,0.7011164401847998,0.0,0.026524914089347,85.9,6.309278350515464
20,1,A_ingraph07,random graph,full,2,0.1,0.3629,0.3676,0.3652,NA,NA,NA,5,100,0.685,0.8666,0.5107,0.6427,NA,NA,NA,10,NA,62,-9.2063,NA,0.4255214533409244,,0.7222222222222222,,7.4,
21,1,A_ingraph07,random graph,full,2,0.5,0.3602,0.3621,0.3612,NA,NA,NA,5,100,0.705,0.818,0.4967,0.618,NA,NA,NA,10,NA,56,-9.2745,NA,0.4270373871035496,,0.7111111111111111,,7.4,
22,1,A_ingraph07,random graph,full,3,0.1,0.0576,0.0572,0.0574,0.6328,0.6423,0.6375,5,100,0.947,0.9355,0.3393,0.4979,0.9568,0.7033,0.8107,10,97,611,0.4295,-0.2502,0.8040319072962436,0.6454068653296586,0.8888888888888888,0.0342568728522336,85.1,6.309278350515464
23,1,A_ingraph07,random graph,full,3,0.5,0.0669,0.0659,0.0664,0.6554,0.6587,0.657,5,100,0.9747,0.939,0.3409,0.5002,0.959,0.7055,0.813,10,98,607,0.4741,-0.1374,0.818756464572681,0.6488636961285605,0.7222222222222222,0.0337199312714776,86.0,6.298969072164948
0,0.5,A_ingraph07,small world,disc,2,0.1,0.9129,0.9248,0.9188,NA,NA,NA,5,100,0.8822,1.0,0.9711,0.9853,NA,NA,NA,10,NA,13,-9.1539,NA,0.8963220116344528,,0.0,,29.2,
1,0.5,A_ingraph07,small world,disc,2,0.5,0.9291,0.9305,0.9298,NA,NA,NA,5,100,0.887,1.0,0.9666,0.983,NA,NA,NA,10,NA,13,-9.2019,NA,0.8963220116344528,,0.0,,29.2,
2,0.5,A_ingraph07,small world,disc,3,0.1,0.5073,0.5089,0.5081,0.9069,0.9471,0.9266,5,100,0.9156,0.7988,0.5498,0.6513,0.6592,0.9783,0.7877,10,128,41,0.4313,-0.2485,0.8974665600000034,0.7137938200000006,0.0,0.0686496601989559,500.0,25.216783216783217
3,0.5,A_ingraph07,small world,disc,3,0.5,0.5383,0.539,0.5386,0.8921,0.9313,0.9113,5,100,0.9138,0.7826,0.5402,0.6392,0.6532,0.9722,0.7814,10,138,47,0.4446,-0.3024,0.8974678655433584,0.7185351141051546,0.0,0.0670737712991234,497.0,25.23076923076923
4,0.5,A_ingraph07,small world,full,2,0.1,0.8385,0.836,0.8372,NA,NA,NA,5,100,0.8763,0.9765,0.9382,0.957,NA,NA,NA,10,NA,14,-9.1997,NA,0.6480594233450742,,1.0777777777777775,,29.2,
5,0.5,A_ingraph07,small world,full,2,0.5,0.9391,0.9373,0.9382,NA,NA,NA,5,100,0.8596,0.9664,0.9556,0.9609,NA,NA,NA,10,NA,11,-9.2439,NA,0.6675357314415801,,0.9666666666666668,,29.2,
6,0.5,A_ingraph07,small world,full,3,0.1,0.3957,0.4382,0.4159,0.8452,0.921,0.8815,5,100,0.9126,0.7493,0.5258,0.6179,0.6417,0.9709,0.7727,8,113,41,0.292,-0.4589,0.8538932398002711,0.6864461774267521,2.522222222222222,0.0784497192947897,497.8,25.25874125874126
7,0.5,A_ingraph07,small world,full,3,0.5,0.4417,0.4435,0.4426,0.8485,0.928,0.8865,5,100,0.9094,0.7836,0.5343,0.6354,0.662,0.9733,0.788,10,119,50,0.3762,-0.4519,0.8529440407568846,0.6904505705808073,2.555555555555556,0.0768738303949571,493.8,25.223776223776223
8,0.5,A_ingraph07,scale free,disc,2,0.1,0.909,0.9064,0.9077,NA,NA,NA,5,100,0.8693,1.0,0.5689,0.7252,NA,NA,NA,10,NA,97,-9.142,NA,0.8888703553118391,,0.0,,65.7,
9,0.5,A_ingraph07,scale free,disc,2,0.5,0.8846,0.8891,0.8868,NA,NA,NA,5,100,0.8631,1.0,0.5937,0.745,NA,NA,NA,10,NA,89,-9.2269,NA,0.8888703553118391,,0.0,,65.7,
10,0.5,A_ingraph07,scale free,disc,3,0.1,0.6023,0.6023,0.6023,0.8759,0.9187,0.8968,5,100,0.9755,0.8672,0.401,0.5484,0.8765,0.9038,0.8899,10,156,420,0.4696,-0.1872,0.8946683183001,0.5349573944306312,0.0,0.1375739644970414,852.4,27.325443786982248
11,0.5,A_ingraph07,scale free,disc,3,0.5,0.6023,0.6023,0.6023,0.9045,0.9372,0.9206,5,100,0.9713,0.8691,0.4111,0.5582,0.8659,0.9135,0.8891,10,157,367,0.4802,0.043,0.8946604127223766,0.5305541543961698,0.0,0.1399690053536207,859.0,27.31360946745562
12,0.5,A_ingraph07,scale free,full,2,0.1,0.7786,0.8021,0.7902,NA,NA,NA,5,100,0.7913,0.8676,0.7828,0.823,NA,NA,NA,10,NA,23,-9.3832,NA,0.7091084336602002,,1.6222222222222222,,65.7,
13,0.5,A_ingraph07,scale free,full,2,0.5,0.7674,0.7797,0.7735,NA,NA,NA,5,100,0.8513,0.8748,0.7594,0.813,NA,NA,NA,10,NA,27,-9.232,NA,0.7225052074987981,,1.477777777777778,,65.7,
14,0.5,A_ingraph07,scale free,full,3,0.1,0.412,0.4231,0.4175,0.7557,0.9144,0.8275,5,100,0.8924,0.6564,0.5046,0.5706,0.5694,0.9762,0.7192,10,114,50,-0.0532,-0.5905,0.8642100545756815,0.517298115668012,3.022222222222222,0.1476472245703015,853.7,27.31952662721893
15,0.5,A_ingraph07,scale free,full,3,0.5,0.4575,0.4664,0.4619,0.7907,0.9128,0.8474,5,100,0.9088,0.6818,0.4714,0.5574,0.6205,0.9568,0.7528,10,120,111,0.0553,-0.6027,0.8611419557132477,0.5119889923487843,3.333333333333333,0.1508523527754297,860.1,27.325443786982248
16,0.5,A_ingraph07,random graph,disc,2,0.1,0.3756,0.3685,0.372,NA,NA,NA,5,100,0.9439,1.0,0.5365,0.6983,NA,NA,NA,10,NA,72,-9.0117,NA,0.8834915997078159,,0.0,,7.4,
17,0.5,A_ingraph07,random graph,disc,2,0.5,0.4681,0.4578,0.4629,NA,NA,NA,5,100,0.9375,1.0,0.5281,0.6912,NA,NA,NA,10,NA,76,-9.021,NA,0.8834915997078159,,0.0,,7.4,
18,0.5,A_ingraph07,random graph,disc,3,0.1,0.0558,0.0543,0.0551,0.6615,0.6602,0.6608,5,100,0.9892,0.9744,0.3465,0.5112,0.9801,0.7063,0.8209,10,99,641,0.4856,-0.0743,0.8882627894927082,0.7061917870724527,0.0,0.0258805841924398,85.3,6.309278350515464
19,0.5,A_ingraph07,random graph,disc,3,0.5,0.0519,0.0506,0.0512,0.6595,0.6582,0.6588,5,100,0.988,0.9702,0.3454,0.5094,0.9787,0.7061,0.8204,10,99,637,0.4842,-0.0921,0.8869750000338806,0.7011164401847998,0.0,0.026524914089347,85.9,6.309278350515464
20,0.5,A_ingraph07,random graph,full,2,0.1,0.3605,0.3582,0.3594,NA,NA,NA,5,100,0.685,0.8666,0.5107,0.6427,NA,NA,NA,10,NA,62,-9.2081,NA,0.4255214533409244,,0.7222222222222222,,7.4,
21,0.5,A_ingraph07,random graph,full,2,0.5,0.3797,0.3735,0.3766,NA,NA,NA,5,100,0.7105,0.8312,0.5033,0.6269,NA,NA,NA,10,NA,56,-9.2426,NA,0.4270373871035496,,0.7111111111111111,,7.4,
22,0.5,A_ingraph07,random graph,full,3,0.1,0.0702,0.0698,0.07,0.65,0.6553,0.6526,5,100,0.947,0.9355,0.3393,0.4979,0.9568,0.7033,0.8107,10,99,611,0.4444,-0.2252,0.8040319072962436,0.6454068653296586,0.8888888888888888,0.0342568728522336,85.1,6.309278350515464
23,0.5,A_ingraph07,random graph,full,3,0.5,0.0602,0.0588,0.0595,0.6475,0.6497,0.6486,5,100,0.9746,0.9372,0.34,0.499,0.9601,0.706,0.8137,10,99,607,0.4719,-0.1394,0.818756464572681,0.6488636961285605,0.7222222222222222,0.0337199312714776,86.0,6.298969072164948
0,0,A_ingraph07,small world,disc,2,0.1,0.8962,0.8966,0.8964,NA,NA,NA,5,100,0.8822,1.0,0.9711,0.9853,NA,NA,NA,10,NA,13,-9.1642,NA,0.8963220116344528,,0.0,,29.2,
1,0,A_ingraph07,small world,disc,2,0.5,0.9122,0.9071,0.9096,NA,NA,NA,5,100,0.887,1.0,0.9666,0.983,NA,NA,NA,10,NA,13,-9.1852,NA,0.8963220116344528,,0.0,,29.2,
2,0,A_ingraph07,small world,disc,3,0.1,0.4498,0.4541,0.452,0.8991,0.9363,0.9173,5,100,0.9144,0.785,0.5487,0.6459,0.6473,0.9756,0.7782,10,136,42,0.4098,-0.2529,0.8974665600000034,0.7137938200000006,0.0,0.0686496601989559,500.0,25.216783216783217
3,0,A_ingraph07,small world,disc,3,0.5,0.5136,0.5159,0.5147,0.8905,0.9357,0.9125,5,100,0.9139,0.7819,0.5424,0.6405,0.6516,0.9745,0.781,10,128,46,0.4451,-0.2447,0.8974678655433584,0.7185351141051546,0.0,0.0670737712991234,497.0,25.23076923076923
4,0,A_ingraph07,small world,full,2,0.1,0.849,0.8539,0.8515,NA,NA,NA,5,100,0.8763,0.9765,0.9382,0.957,NA,NA,NA,10,NA,14,-9.1971,NA,0.6480594233450742,,1.0777777777777775,,29.2,
5,0,A_ingraph07,small world,full,2,0.5,0.9095,0.904,0.9068,NA,NA,NA,5,100,0.8556,0.9086,0.902,0.9053,NA,NA,NA,10,NA,11,-9.1737,NA,0.6675357314415801,,0.9666666666666668,,29.2,
